dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,64,2,49,0.9510,0.6939,0.00077,4.275,11.598,16.964,5.356,5063.2,10.0,18257.0,2422.5,3.0,158.0,114.9,6.7,11760.0,1.8,162.35,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,64,3,49,0.9510,0.6939,0.00077,4.289,11.753,16.826,5.325,5063.2,10.0,18257.0,2422.5,3.0,158.0,114.9,6.7,11760.0,1.8,162.35,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,128,1,49,0.9776,0.8163,0.00016,7.561,17.326,22.941,8.390,8473.3,10.0,24841.3,3739.7,5.0,365.0,241.6,14.4,14425.1,3.8,253.02,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,128,2,49,0.9776,0.8163,0.00016,7.639,17.320,22.906,8.380,8473.3,10.0,24841.3,3739.7,5.0,365.0,241.6,14.4,14425.1,3.8,253.02,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,128,3,49,0.9776,0.8163,0.00016,7.749,17.435,23.742,8.483,8473.3,10.0,24841.3,3739.7,5.0,365.0,241.6,14.4,14425.1,3.8,253.02,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,256,1,49,0.9837,0.8571,0.00012,11.773,24.823,30.445,12.749,13434.2,10.0,32913.2,5448.2,9.0,723.0,531.6,29.8,17183.1,8.3,386.86,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,256,2,49,0.9837,0.8571,0.00012,11.931,24.972,30.502,12.795,13434.2,10.0,32913.2,5448.2,9.0,723.0,531.6,29.8,17183.1,8.3,386.86,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,256,3,49,0.9837,0.8571,0.00012,11.773,25.026,30.301,12.837,13434.2,10.0,32913.2,5448.2,9.0,723.0,531.6,29.8,17183.1,8.3,386.86,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,512,1,49,0.9939,0.9388,0.00005,18.375,34.129,40.623,19.050,20644.8,10.0,43794.2,7724.8,19.0,1306.0,1175.5,64.0,20707.1,18.4,613.37,pathseer:49
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,512,2,49,0.9939,0.9388,0.00005,18.500,34.481,42.188,19.025,20644.8,10.0,43794.2,7724.8,19.0,1306.0,1175.5,64.0,20707.1,18.4,613.37,pathseer:49
