method,filter,family,size,recall_at_10,sim_regret,p50_ms,p95_ms,p99_ms
acorn-ef256,anticorr_q0593_tau0.03,anticorr,9900005,1.0000,0.00000,2.245,2.245,2.245
acorn-ef512,anticorr_q0593_tau0.03,anticorr,9900005,1.0000,0.00000,3.835,3.835,3.835
acorn-ef64,anticorr_q0596_tau0,anticorr,9900000,0.0000,0.00037,67.701,67.701,67.701
acorn-ef128,anticorr_q0596_tau0,anticorr,9900000,0.0000,0.00007,74.618,74.618,74.618
acorn-ef256,anticorr_q0596_tau0,anticorr,9900000,0.0000,0.00003,88.715,88.715,88.715
acorn-ef512,anticorr_q0596_tau0,anticorr,9900000,0.0000,0.00002,115.398,115.398,115.398
acorn-ef64,anticorr_q0596_tau0.01,anticorr,9900518,0.8000,0.00094,11.616,11.616,11.616
acorn-ef128,anticorr_q0596_tau0.01,anticorr,9900518,0.9000,0.00049,11.334,11.334,11.334
acorn-ef256,anticorr_q0596_tau0.01,anticorr,9900518,0.9000,0.00049,16.878,16.878,16.878
acorn-ef512,anticorr_q0596_tau0.01,anticorr,9900518,1.0000,0.00000,24.966,24.966,24.966
acorn-ef64,anticorr_q0596_tau0.03,anticorr,9900472,1.0000,0.00000,1.700,1.700,1.700
acorn-ef128,anticorr_q0596_tau0.03,anticorr,9900472,1.0000,0.00000,1.653,1.653,1.653
acorn-ef256,anticorr_q0596_tau0.03,anticorr,9900472,1.0000,0.00000,2.755,2.755,2.755
acorn-ef512,anticorr_q0596_tau0.03,anticorr,9900472,1.0000,0.00000,4.049,4.049,4.049
acorn-ef64,anticorr_q0620_tau0,anticorr,9900002,0.0000,0.00021,55.787,55.787,55.787
acorn-ef128,anticorr_q0620_tau0,anticorr,9900002,0.0000,0.00008,64.965,64.965,64.965
acorn-ef256,anticorr_q0620_tau0,anticorr,9900002,0.0000,0.00007,78.576,78.576,78.576
acorn-ef512,anticorr_q0620_tau0,anticorr,9900002,0.0000,0.00003,95.838,95.838,95.838
acorn-ef64,anticorr_q0620_tau0.01,anticorr,9899856,1.0000,0.00000,10.247,10.247,10.247
acorn-ef128,anticorr_q0620_tau0.01,anticorr,9899856,1.0000,0.00000,11.471,11.471,11.471
acorn-ef256,anticorr_q0620_tau0.01,anticorr,9899856,1.0000,0.00000,16.232,16.232,16.232
acorn-ef512,anticorr_q0620_tau0.01,anticorr,9899856,1.0000,0.00000,24.061,24.061,24.061
acorn-ef64,anticorr_q0620_tau0.03,anticorr,9899741,1.0000,0.00000,2.839,2.839,2.839
acorn-ef128,anticorr_q0620_tau0.03,anticorr,9899741,1.0000,0.00000,1.454,1.454,1.454
acorn-ef256,anticorr_q0620_tau0.03,anticorr,9899741,1.0000,0.00000,3.010,3.010,3.010
acorn-ef512,anticorr_q0620_tau0.03,anticorr,9899741,1.0000,0.00000,4.776,4.776,4.776
acorn-ef64,anticorr_q0633_tau0,anticorr,9900000,0.0000,0.00025,70.748,70.748,70.748
acorn-ef128,anticorr_q0633_tau0,anticorr,9900000,0.0000,0.00010,76.259,76.259,76.259
acorn-ef256,anticorr_q0633_tau0,anticorr,9900000,0.0000,0.00003,87.440,87.440,87.440
acorn-ef512,anticorr_q0633_tau0,anticorr,9900000,0.0000,0.00003,101.349,101.349,101.349
acorn-ef64,anticorr_q0633_tau0.01,anticorr,9899936,1.0000,0.00000,10.757,10.757,10.757
acorn-ef128,anticorr_q0633_tau0.01,anticorr,9899936,1.0000,0.00000,12.501,12.501,12.501
acorn-ef256,anticorr_q0633_tau0.01,anticorr,9899936,1.0000,0.00000,17.801,17.801,17.801
acorn-ef512,anticorr_q0633_tau0.01,anticorr,9899936,1.0000,0.00000,28.102,28.102,28.102
acorn-ef64,anticorr_q0633_tau0.03,anticorr,9899322,1.0000,0.00000,2.835,2.835,2.835
acorn-ef128,anticorr_q0633_tau0.03,anticorr,9899322,1.0000,0.00000,1.644,1.644,1.644
acorn-ef256,anticorr_q0633_tau0.03,anticorr,9899322,1.0000,0.00000,2.660,2.660,2.660
acorn-ef512,anticorr_q0633_tau0.03,anticorr,9899322,1.0000,0.00000,3.857,3.857,3.857
acorn-ef64,anticorr_q0636_tau0,anticorr,9900000,0.0000,0.00019,62.219,62.219,62.219
acorn-ef128,anticorr_q0636_tau0,anticorr,9900000,0.0000,0.00005,70.464,70.464,70.464
acorn-ef256,anticorr_q0636_tau0,anticorr,9900000,0.0000,0.00003,83.208,83.208,83.208
acorn-ef512,anticorr_q0636_tau0,anticorr,9900000,0.0000,0.00003,96.014,96.014,96.014
acorn-ef64,anticorr_q0636_tau0.01,anticorr,9900445,0.5000,0.00171,14.200,14.200,14.200
acorn-ef128,anticorr_q0636_tau0.01,anticorr,9900445,0.8000,0.00024,14.832,14.832,14.832
acorn-ef256,anticorr_q0636_tau0.01,anticorr,9900445,1.0000,0.00000,19.137,19.137,19.137
acorn-ef512,anticorr_q0636_tau0.01,anticorr,9900445,1.0000,0.00000,26.730,26.730,26.730
acorn-ef64,anticorr_q0636_tau0.03,anticorr,9900840,1.0000,0.00000,2.623,2.623,2.623
acorn-ef128,anticorr_q0636_tau0.03,anticorr,9900840,1.0000,0.00000,1.546,1.546,1.546
acorn-ef256,anticorr_q0636_tau0.03,anticorr,9900840,1.0000,0.00000,2.486,2.486,2.486
acorn-ef512,anticorr_q0636_tau0.03,anticorr,9900840,1.0000,0.00000,4.117,4.117,4.117
acorn-ef64,anticorr_q0643_tau0,anticorr,9900000,0.0000,0.00035,58.517,58.517,58.517
acorn-ef128,anticorr_q0643_tau0,anticorr,9900000,0.0000,0.00011,62.621,62.621,62.621
acorn-ef256,anticorr_q0643_tau0,anticorr,9900000,0.0000,0.00007,77.028,77.028,77.028
acorn-ef512,anticorr_q0643_tau0,anticorr,9900000,0.0000,0.00005,93.768,93.768,93.768
acorn-ef64,anticorr_q0643_tau0.01,anticorr,9899589,0.4000,0.00223,8.879,8.879,8.879
acorn-ef128,anticorr_q0643_tau0.01,anticorr,9899589,0.5000,0.00182,10.496,10.496,10.496
acorn-ef256,anticorr_q0643_tau0.01,anticorr,9899589,0.5000,0.00182,15.503,15.503,15.503
acorn-ef512,anticorr_q0643_tau0.01,anticorr,9899589,0.8000,0.00047,21.438,21.438,21.438
acorn-ef64,anticorr_q0643_tau0.03,anticorr,9899489,0.9000,0.00063,2.490,2.490,2.490
acorn-ef128,anticorr_q0643_tau0.03,anticorr,9899489,1.0000,0.00000,2.173,2.173,2.173
acorn-ef256,anticorr_q0643_tau0.03,anticorr,9899489,1.0000,0.00000,3.056,3.056,3.056
acorn-ef512,anticorr_q0643_tau0.03,anticorr,9899489,1.0000,0.00000,4.855,4.855,4.855
acorn-ef64,anticorr_q0655_tau0,anticorr,9900000,0.0000,0.00024,76.195,76.195,76.195
acorn-ef128,anticorr_q0655_tau0,anticorr,9900000,0.0000,0.00019,76.137,76.137,76.137
acorn-ef256,anticorr_q0655_tau0,anticorr,9900000,0.0000,0.00009,86.515,86.515,86.515
acorn-ef512,anticorr_q0655_tau0,anticorr,9900000,0.0000,0.00003,99.694,99.694,99.694
acorn-ef64,anticorr_q0655_tau0.01,anticorr,9899936,0.9000,0.00048,11.328,11.328,11.328
acorn-ef128,anticorr_q0655_tau0.01,anticorr,9899936,1.0000,0.00000,12.392,12.392,12.392
acorn-ef256,anticorr_q0655_tau0.01,anticorr,9899936,1.0000,0.00000,17.392,17.392,17.392
acorn-ef512,anticorr_q0655_tau0.01,anticorr,9899936,1.0000,0.00000,23.465,23.465,23.465
acorn-ef64,anticorr_q0655_tau0.03,anticorr,9900416,1.0000,0.00000,1.936,1.936,1.936
acorn-ef128,anticorr_q0655_tau0.03,anticorr,9900416,1.0000,0.00000,1.692,1.692,1.692
acorn-ef256,anticorr_q0655_tau0.03,anticorr,9900416,1.0000,0.00000,2.772,2.772,2.772
acorn-ef512,anticorr_q0655_tau0.03,anticorr,9900416,1.0000,0.00000,4.469,4.469,4.469
acorn-ef64,anticorr_q0656_tau0,anticorr,9900001,0.0000,0.00019,63.581,63.581,63.581
acorn-ef128,anticorr_q0656_tau0,anticorr,9900001,0.0000,0.00009,72.024,72.024,72.024
acorn-ef256,anticorr_q0656_tau0,anticorr,9900001,0.0000,0.00006,83.117,83.117,83.117
acorn-ef512,anticorr_q0656_tau0,anticorr,9900001,0.1000,0.00002,99.490,99.490,99.490
acorn-ef64,anticorr_q0656_tau0.01,anticorr,9899725,0.9000,0.00011,12.252,12.252,12.252
acorn-ef128,anticorr_q0656_tau0.01,anticorr,9899725,1.0000,0.00000,12.295,12.295,12.295
acorn-ef256,anticorr_q0656_tau0.01,anticorr,9899725,1.0000,0.00000,17.860,17.860,17.860
acorn-ef512,anticorr_q0656_tau0.01,anticorr,9899725,1.0000,0.00000,25.306,25.306,25.306
acorn-ef64,anticorr_q0656_tau0.03,anticorr,9900557,1.0000,0.00000,2.184,2.184,2.184
acorn-ef128,anticorr_q0656_tau0.03,anticorr,9900557,1.0000,0.00000,1.675,1.675,1.675
acorn-ef256,anticorr_q0656_tau0.03,anticorr,9900557,1.0000,0.00000,2.353,2.353,2.353
acorn-ef512,anticorr_q0656_tau0.03,anticorr,9900557,1.0000,0.00000,4.053,4.053,4.053
acorn-ef64,anticorr_q0660_tau0,anticorr,9900000,0.0000,0.00043,54.301,54.301,54.301
acorn-ef128,anticorr_q0660_tau0,anticorr,9900000,0.0000,0.00022,59.976,59.976,59.976
acorn-ef256,anticorr_q0660_tau0,anticorr,9900000,0.0000,0.00010,70.816,70.816,70.816
acorn-ef512,anticorr_q0660_tau0,anticorr,9900000,0.0000,0.00007,87.447,87.447,87.447
acorn-ef64,anticorr_q0660_tau0.01,anticorr,9899848,0.5000,0.00336,12.815,12.815,12.815
acorn-ef128,anticorr_q0660_tau0.01,anticorr,9899848,0.6000,0.00215,12.220,12.220,12.220
acorn-ef256,anticorr_q0660_tau0.01,anticorr,9899848,0.9000,0.00017,17.630,17.630,17.630
acorn-ef512,anticorr_q0660_tau0.01,anticorr,9899848,0.9000,0.00017,24.523,24.523,24.523
acorn-ef64,anticorr_q0660_tau0.03,anticorr,9899835,1.0000,0.00000,2.666,2.666,2.666
acorn-ef128,anticorr_q0660_tau0.03,anticorr,9899835,1.0000,0.00000,1.843,1.843,1.843
acorn-ef256,anticorr_q0660_tau0.03,anticorr,9899835,1.0000,0.00000,3.103,3.103,3.103
acorn-ef512,anticorr_q0660_tau0.03,anticorr,9899835,1.0000,0.00000,5.113,5.113,5.113
acorn-ef64,anticorr_q0669_tau0,anticorr,9900000,0.0000,0.00026,58.876,58.876,58.876
acorn-ef128,anticorr_q0669_tau0,anticorr,9900000,0.0000,0.00014,67.980,67.980,67.980
acorn-ef256,anticorr_q0669_tau0,anticorr,9900000,0.0000,0.00012,83.158,83.158,83.158
acorn-ef512,anticorr_q0669_tau0,anticorr,9900000,0.0000,0.00004,96.914,96.914,96.914
acorn-ef64,anticorr_q0669_tau0.01,anticorr,9900129,0.9000,0.00031,13.825,13.825,13.825
acorn-ef128,anticorr_q0669_tau0.01,anticorr,9900129,1.0000,0.00000,14.598,14.598,14.598
acorn-ef256,anticorr_q0669_tau0.01,anticorr,9900129,1.0000,0.00000,20.076,20.076,20.076
acorn-ef512,anticorr_q0669_tau0.01,anticorr,9900129,1.0000,0.00000,27.957,27.957,27.957
acorn-ef64,anticorr_q0669_tau0.03,anticorr,9900060,0.9000,0.00009,3.139,3.139,3.139
acorn-ef128,anticorr_q0669_tau0.03,anticorr,9900060,1.0000,0.00000,2.002,2.002,2.002
acorn-ef256,anticorr_q0669_tau0.03,anticorr,9900060,1.0000,0.00000,3.269,3.269,3.269
acorn-ef512,anticorr_q0669_tau0.03,anticorr,9900060,1.0000,0.00000,4.786,4.786,4.786
acorn-ef64,anticorr_q0671_tau0,anticorr,9900000,0.0000,0.00022,43.826,43.826,43.826
acorn-ef128,anticorr_q0671_tau0,anticorr,9900000,0.0000,0.00010,52.070,52.070,52.070
acorn-ef256,anticorr_q0671_tau0,anticorr,9900000,0.0000,0.00004,64.395,64.395,64.395
acorn-ef512,anticorr_q0671_tau0,anticorr,9900000,0.0000,0.00002,78.303,78.303,78.303
acorn-ef64,anticorr_q0671_tau0.01,anticorr,9899767,0.9000,0.00023,6.637,6.637,6.637
acorn-ef128,anticorr_q0671_tau0.01,anticorr,9899767,1.0000,0.00000,6.380,6.380,6.380
acorn-ef256,anticorr_q0671_tau0.01,anticorr,9899767,1.0000,0.00000,9.423,9.423,9.423
acorn-ef512,anticorr_q0671_tau0.01,anticorr,9899767,1.0000,0.00000,13.956,13.956,13.956
acorn-ef64,anticorr_q0671_tau0.03,anticorr,9900017,1.0000,0.00000,2.050,2.050,2.050
acorn-ef128,anticorr_q0671_tau0.03,anticorr,9900017,1.0000,0.00000,1.547,1.547,1.547
acorn-ef256,anticorr_q0671_tau0.03,anticorr,9900017,1.0000,0.00000,2.091,2.091,2.091
acorn-ef512,anticorr_q0671_tau0.03,anticorr,9900017,1.0000,0.00000,3.132,3.132,3.132
acorn-ef64,anticorr_q0681_tau0,anticorr,9900000,0.0000,0.00017,68.039,68.039,68.039
acorn-ef128,anticorr_q0681_tau0,anticorr,9900000,0.0000,0.00011,75.277,75.277,75.277
acorn-ef256,anticorr_q0681_tau0,anticorr,9900000,0.0000,0.00009,87.895,87.895,87.895
acorn-ef512,anticorr_q0681_tau0,anticorr,9900000,0.0000,0.00005,102.693,102.693,102.693
acorn-ef64,anticorr_q0681_tau0.01,anticorr,9900094,0.9000,0.00022,13.245,13.245,13.245
acorn-ef128,anticorr_q0681_tau0.01,anticorr,9900094,0.9000,0.00020,13.605,13.605,13.605
acorn-ef256,anticorr_q0681_tau0.01,anticorr,9900094,1.0000,0.00000,17.956,17.956,17.956
acorn-ef512,anticorr_q0681_tau0.01,anticorr,9900094,1.0000,0.00000,25.851,25.851,25.851
acorn-ef64,anticorr_q0681_tau0.03,anticorr,9899861,1.0000,0.00000,2.703,2.703,2.703
acorn-ef128,anticorr_q0681_tau0.03,anticorr,9899861,1.0000,0.00000,1.874,1.874,1.874
acorn-ef256,anticorr_q0681_tau0.03,anticorr,9899861,1.0000,0.00000,2.443,2.443,2.443
acorn-ef512,anticorr_q0681_tau0.03,anticorr,9899861,1.0000,0.00000,4.201,4.201,4.201
acorn-ef64,anticorr_q0690_tau0,anticorr,9900001,0.0000,0.00035,75.574,75.574,75.574
acorn-ef128,anticorr_q0690_tau0,anticorr,9900001,0.0000,0.00014,81.295,81.295,81.295
acorn-ef256,anticorr_q0690_tau0,anticorr,9900001,0.0000,0.00007,93.389,93.389,93.389
acorn-ef512,anticorr_q0690_tau0,anticorr,9900001,0.0000,0.00005,107.258,107.258,107.258
acorn-ef64,anticorr_q0690_tau0.01,anticorr,9899876,0.8000,0.00208,14.905,14.905,14.905
acorn-ef128,anticorr_q0690_tau0.01,anticorr,9899876,1.0000,0.00000,14.797,14.797,14.797
acorn-ef256,anticorr_q0690_tau0.01,anticorr,9899876,1.0000,0.00000,20.296,20.296,20.296
acorn-ef512,anticorr_q0690_tau0.01,anticorr,9899876,1.0000,0.00000,29.239,29.239,29.239
acorn-ef64,anticorr_q0690_tau0.03,anticorr,9899901,0.9000,0.00042,2.306,2.306,2.306
acorn-ef128,anticorr_q0690_tau0.03,anticorr,9899901,0.9000,0.00042,1.498,1.498,1.498
acorn-ef256,anticorr_q0690_tau0.03,anticorr,9899901,1.0000,0.00000,2.127,2.127,2.127
acorn-ef512,anticorr_q0690_tau0.03,anticorr,9899901,1.0000,0.00000,3.727,3.727,3.727
acorn-ef64,anticorr_q0695_tau0,anticorr,9900000,0.0000,0.00018,73.433,73.433,73.433
acorn-ef128,anticorr_q0695_tau0,anticorr,9900000,0.1000,0.00008,85.319,85.319,85.319
acorn-ef256,anticorr_q0695_tau0,anticorr,9900000,0.1000,0.00005,94.883,94.883,94.883
acorn-ef512,anticorr_q0695_tau0,anticorr,9900000,0.2000,0.00001,99.801,99.801,99.801
acorn-ef64,anticorr_q0695_tau0.01,anticorr,9899936,1.0000,0.00000,13.007,13.007,13.007
acorn-ef128,anticorr_q0695_tau0.01,anticorr,9899936,1.0000,0.00000,13.096,13.096,13.096
acorn-ef256,anticorr_q0695_tau0.01,anticorr,9899936,1.0000,0.00000,16.512,16.512,16.512
acorn-ef512,anticorr_q0695_tau0.01,anticorr,9899936,1.0000,0.00000,23.617,23.617,23.617
acorn-ef64,anticorr_q0695_tau0.03,anticorr,9899734,1.0000,0.00000,2.635,2.635,2.635
acorn-ef128,anticorr_q0695_tau0.03,anticorr,9899734,1.0000,0.00000,1.657,1.657,1.657
acorn-ef256,anticorr_q0695_tau0.03,anticorr,9899734,1.0000,0.00000,2.724,2.724,2.724
acorn-ef512,anticorr_q0695_tau0.03,anticorr,9899734,1.0000,0.00000,4.186,4.186,4.186
acorn-ef64,anticorr_q0698_tau0,anticorr,9900001,0.0000,0.00026,56.410,56.410,56.410
acorn-ef128,anticorr_q0698_tau0,anticorr,9900001,0.0000,0.00021,64.354,64.354,64.354
acorn-ef256,anticorr_q0698_tau0,anticorr,9900001,0.0000,0.00014,76.925,76.925,76.925
acorn-ef512,anticorr_q0698_tau0,anticorr,9900001,0.0000,0.00009,94.078,94.078,94.078
acorn-ef64,anticorr_q0698_tau0.01,anticorr,9899936,0.9000,0.00006,10.174,10.174,10.174
acorn-ef128,anticorr_q0698_tau0.01,anticorr,9899936,0.9000,0.00006,9.850,9.850,9.850
acorn-ef256,anticorr_q0698_tau0.01,anticorr,9899936,1.0000,0.00000,14.291,14.291,14.291
acorn-ef512,anticorr_q0698_tau0.01,anticorr,9899936,1.0000,0.00000,20.513,20.513,20.513
acorn-ef64,anticorr_q0698_tau0.03,anticorr,9900691,1.0000,0.00000,2.461,2.461,2.461
acorn-ef128,anticorr_q0698_tau0.03,anticorr,9900691,1.0000,0.00000,1.444,1.444,1.444
acorn-ef256,anticorr_q0698_tau0.03,anticorr,9900691,1.0000,0.00000,2.817,2.817,2.817
acorn-ef512,anticorr_q0698_tau0.03,anticorr,9900691,1.0000,0.00000,3.534,3.534,3.534
acorn-ef64,anticorr_q0712_tau0,anticorr,9900000,0.0000,0.00048,59.995,59.995,59.995
acorn-ef128,anticorr_q0712_tau0,anticorr,9900000,0.0000,0.00018,67.234,67.234,67.234
acorn-ef256,anticorr_q0712_tau0,anticorr,9900000,0.0000,0.00010,77.491,77.491,77.491
acorn-ef512,anticorr_q0712_tau0,anticorr,9900000,0.0000,0.00006,92.962,92.962,92.962
acorn-ef64,anticorr_q0712_tau0.01,anticorr,9899910,0.4000,0.00422,14.729,14.729,14.729
acorn-ef128,anticorr_q0712_tau0.01,anticorr,9899910,0.8000,0.00095,19.603,19.603,19.603
acorn-ef256,anticorr_q0712_tau0.01,anticorr,9899910,0.8000,0.00095,23.913,23.913,23.913
acorn-ef512,anticorr_q0712_tau0.01,anticorr,9899910,0.9000,0.00002,31.001,31.001,31.001
acorn-ef64,anticorr_q0712_tau0.03,anticorr,9900215,1.0000,0.00000,2.671,2.671,2.671
acorn-ef128,anticorr_q0712_tau0.03,anticorr,9900215,1.0000,0.00000,2.072,2.072,2.072
acorn-ef256,anticorr_q0712_tau0.03,anticorr,9900215,1.0000,0.00000,3.199,3.199,3.199
acorn-ef512,anticorr_q0712_tau0.03,anticorr,9900215,1.0000,0.00000,5.822,5.822,5.822
acorn-ef64,anticorr_q0714_tau0,anticorr,9900000,0.0000,0.00020,53.920,53.920,53.920
acorn-ef128,anticorr_q0714_tau0,anticorr,9900000,0.0000,0.00010,59.151,59.151,59.151
acorn-ef256,anticorr_q0714_tau0,anticorr,9900000,0.0000,0.00007,71.201,71.201,71.201
acorn-ef512,anticorr_q0714_tau0,anticorr,9900000,0.0000,0.00004,86.879,86.879,86.879
acorn-ef64,anticorr_q0714_tau0.01,anticorr,9900125,1.0000,0.00000,8.929,8.929,8.929
acorn-ef128,anticorr_q0714_tau0.01,anticorr,9900125,1.0000,0.00000,9.086,9.086,9.086
acorn-ef256,anticorr_q0714_tau0.01,anticorr,9900125,1.0000,0.00000,13.704,13.704,13.704
acorn-ef512,anticorr_q0714_tau0.01,anticorr,9900125,1.0000,0.00000,18.331,18.331,18.331
acorn-ef64,anticorr_q0714_tau0.03,anticorr,9899674,1.0000,0.00000,2.527,2.527,2.527
acorn-ef128,anticorr_q0714_tau0.03,anticorr,9899674,1.0000,0.00000,1.605,1.605,1.605
acorn-ef256,anticorr_q0714_tau0.03,anticorr,9899674,1.0000,0.00000,2.144,2.144,2.144
acorn-ef512,anticorr_q0714_tau0.03,anticorr,9899674,1.0000,0.00000,3.990,3.990,3.990
acorn-ef64,anticorr_q0716_tau0,anticorr,9900000,0.0000,0.00029,71.685,71.685,71.685
acorn-ef128,anticorr_q0716_tau0,anticorr,9900000,0.0000,0.00012,80.878,80.878,80.878
acorn-ef256,anticorr_q0716_tau0,anticorr,9900000,0.0000,0.00008,92.807,92.807,92.807
acorn-ef512,anticorr_q0716_tau0,anticorr,9900000,0.1000,0.00003,108.184,108.184,108.184
acorn-ef64,anticorr_q0716_tau0.01,anticorr,9900123,0.8000,0.00206,14.529,14.529,14.529
acorn-ef128,anticorr_q0716_tau0.01,anticorr,9900123,0.9000,0.00103,17.163,17.163,17.163
acorn-ef256,anticorr_q0716_tau0.01,anticorr,9900123,1.0000,0.00000,25.029,25.029,25.029
acorn-ef512,anticorr_q0716_tau0.01,anticorr,9900123,1.0000,0.00000,34.317,34.317,34.317
acorn-ef64,anticorr_q0716_tau0.03,anticorr,9899962,0.9000,0.00053,3.326,3.326,3.326
acorn-ef128,anticorr_q0716_tau0.03,anticorr,9899962,1.0000,0.00000,1.991,1.991,1.991
acorn-ef256,anticorr_q0716_tau0.03,anticorr,9899962,1.0000,0.00000,3.237,3.237,3.237
acorn-ef512,anticorr_q0716_tau0.03,anticorr,9899962,1.0000,0.00000,5.445,5.445,5.445
acorn-ef64,anticorr_q0720_tau0,anticorr,9900000,0.0000,0.00027,57.200,57.200,57.200
acorn-ef128,anticorr_q0720_tau0,anticorr,9900000,0.0000,0.00019,64.665,64.665,64.665
acorn-ef256,anticorr_q0720_tau0,anticorr,9900000,0.0000,0.00008,74.664,74.664,74.664
acorn-ef512,anticorr_q0720_tau0,anticorr,9900000,0.0000,0.00003,90.559,90.559,90.559
acorn-ef64,anticorr_q0720_tau0.01,anticorr,9899905,0.6000,0.00092,11.363,11.363,11.363
acorn-ef128,anticorr_q0720_tau0.01,anticorr,9899905,0.7000,0.00031,12.119,12.119,12.119
acorn-ef256,anticorr_q0720_tau0.01,anticorr,9899905,0.8000,0.00011,17.862,17.862,17.862
acorn-ef512,anticorr_q0720_tau0.01,anticorr,9899905,0.9000,0.00005,25.269,25.269,25.269
acorn-ef64,anticorr_q0720_tau0.03,anticorr,9900468,0.9000,0.00092,3.010,3.010,3.010
acorn-ef128,anticorr_q0720_tau0.03,anticorr,9900468,0.9000,0.00092,1.990,1.990,1.990
acorn-ef256,anticorr_q0720_tau0.03,anticorr,9900468,0.9000,0.00092,3.109,3.109,3.109
acorn-ef512,anticorr_q0720_tau0.03,anticorr,9900468,1.0000,0.00000,5.461,5.461,5.461
acorn-ef64,anticorr_q0722_tau0,anticorr,9900000,0.0000,0.00035,58.014,58.014,58.014
acorn-ef128,anticorr_q0722_tau0,anticorr,9900000,0.0000,0.00026,66.594,66.594,66.594
acorn-ef256,anticorr_q0722_tau0,anticorr,9900000,0.0000,0.00011,75.406,75.406,75.406
acorn-ef512,anticorr_q0722_tau0,anticorr,9900000,0.0000,0.00005,88.029,88.029,88.029
acorn-ef64,anticorr_q0722_tau0.01,anticorr,9899927,0.8000,0.00046,11.964,11.964,11.964
acorn-ef128,anticorr_q0722_tau0.01,anticorr,9899927,0.8000,0.00046,12.146,12.146,12.146
acorn-ef256,anticorr_q0722_tau0.01,anticorr,9899927,0.9000,0.00029,16.043,16.043,16.043
acorn-ef512,anticorr_q0722_tau0.01,anticorr,9899927,1.0000,0.00000,22.372,22.372,22.372
acorn-ef64,anticorr_q0722_tau0.03,anticorr,9899753,1.0000,0.00000,2.005,2.005,2.005
acorn-ef128,anticorr_q0722_tau0.03,anticorr,9899753,1.0000,0.00000,1.555,1.555,1.555
acorn-ef256,anticorr_q0722_tau0.03,anticorr,9899753,1.0000,0.00000,2.067,2.067,2.067
acorn-ef512,anticorr_q0722_tau0.03,anticorr,9899753,1.0000,0.00000,3.602,3.602,3.602
acorn-ef64,anticorr_q0739_tau0,anticorr,9900000,0.0000,0.00020,67.893,67.893,67.893
acorn-ef128,anticorr_q0739_tau0,anticorr,9900000,0.0000,0.00013,72.541,72.541,72.541
acorn-ef256,anticorr_q0739_tau0,anticorr,9900000,0.0000,0.00008,82.524,82.524,82.524
acorn-ef512,anticorr_q0739_tau0,anticorr,9900000,0.0000,0.00004,108.457,108.457,108.457
acorn-ef64,anticorr_q0739_tau0.01,anticorr,9900332,0.9000,0.00001,11.603,11.603,11.603
acorn-ef128,anticorr_q0739_tau0.01,anticorr,9900332,0.9000,0.00001,11.912,11.912,11.912
acorn-ef256,anticorr_q0739_tau0.01,anticorr,9900332,1.0000,0.00000,16.759,16.759,16.759
acorn-ef512,anticorr_q0739_tau0.01,anticorr,9900332,1.0000,0.00000,22.778,22.778,22.778
acorn-ef64,anticorr_q0739_tau0.03,anticorr,9899894,1.0000,0.00000,1.728,1.728,1.728
acorn-ef128,anticorr_q0739_tau0.03,anticorr,9899894,1.0000,0.00000,1.491,1.491,1.491
acorn-ef256,anticorr_q0739_tau0.03,anticorr,9899894,1.0000,0.00000,2.476,2.476,2.476
acorn-ef512,anticorr_q0739_tau0.03,anticorr,9899894,1.0000,0.00000,4.132,4.132,4.132
acorn-ef64,anticorr_q0759_tau0,anticorr,9900000,0.0000,0.00018,57.576,57.576,57.576
acorn-ef128,anticorr_q0759_tau0,anticorr,9900000,0.0000,0.00018,64.677,64.677,64.677
acorn-ef256,anticorr_q0759_tau0,anticorr,9900000,0.0000,0.00008,74.977,74.977,74.977
acorn-ef512,anticorr_q0759_tau0,anticorr,9900000,0.0000,0.00004,90.141,90.141,90.141
acorn-ef64,anticorr_q0759_tau0.01,anticorr,9900237,0.8000,0.00013,11.330,11.330,11.330
acorn-ef128,anticorr_q0759_tau0.01,anticorr,9900237,0.9000,0.00000,12.532,12.532,12.532
acorn-ef256,anticorr_q0759_tau0.01,anticorr,9900237,0.9000,0.00000,17.250,17.250,17.250
acorn-ef512,anticorr_q0759_tau0.01,anticorr,9900237,1.0000,0.00000,25.441,25.441,25.441
acorn-ef64,anticorr_q0759_tau0.03,anticorr,9899764,0.9000,0.00108,2.733,2.733,2.733
acorn-ef128,anticorr_q0759_tau0.03,anticorr,9899764,1.0000,0.00000,2.051,2.051,2.051
acorn-ef256,anticorr_q0759_tau0.03,anticorr,9899764,1.0000,0.00000,2.792,2.792,2.792
acorn-ef512,anticorr_q0759_tau0.03,anticorr,9899764,1.0000,0.00000,4.903,4.903,4.903
acorn-ef64,anticorr_q0763_tau0,anticorr,9900001,0.0000,0.00026,62.956,62.956,62.956
acorn-ef128,anticorr_q0763_tau0,anticorr,9900001,0.0000,0.00013,70.347,70.347,70.347
acorn-ef256,anticorr_q0763_tau0,anticorr,9900001,0.0000,0.00008,83.361,83.361,83.361
acorn-ef512,anticorr_q0763_tau0,anticorr,9900001,0.0000,0.00005,98.436,98.436,98.436
acorn-ef64,anticorr_q0763_tau0.01,anticorr,9899825,0.9000,0.00087,11.601,11.601,11.601
acorn-ef128,anticorr_q0763_tau0.01,anticorr,9899825,0.9000,0.00087,11.658,11.658,11.658
acorn-ef256,anticorr_q0763_tau0.01,anticorr,9899825,0.9000,0.00087,16.350,16.350,16.350
